id,nama,age,gender,harga_beli,kind_of_food,restaurant,friends,jumlah_klik_produk_tertentu,review,lokasi_resto
1542,User1542,40,Male,26.63,Beverage,KFC,2,9,The food was bland and tasteless.,Surabaya
1543,User1543,48,Female,37.77,Beverage,JCo,187,0,"Great food, definitely coming back.",Jogja
1544,User1544,57,Female,32.02,Healthy,Mi Gacoan,178,0,"Excellent taste, worth every penny!",Bandung
1545,User1545,47,Female,13.82,Dessert,Burger King,119,16,"Unimpressed with the taste, won't return.",Jakarta
1546,User1546,40,Male,87.92,Beverage,Starbucks,334,1,"Terrible experience, food was awful.",Malang
1547,User1547,41,Male,17.08,Fast Food,JCo,114,3,The food was bland and tasteless.,Malang
1548,User1548,67,Female,38.58,Fast Food,Starbucks,48,1,"Amazing flavors, highly recommend!",Jogja
1549,User1549,44,Female,7.3,Fast Food,Burger King,288,17,"Unimpressed with the taste, won't return.",Surabaya
1550,User1550,29,Male,74.18,Dessert,KFC,239,7,"Terrible experience, food was awful.",Malang
1551,User1551,20,Female,23.34,Beverage,JCo,20,5,"Amazing flavors, highly recommend!",Bandung
1552,User1552,39,Male,93.55,Dessert,JCo,65,11,"Poor quality, not worth the money.",Surabaya
1553,User1553,30,Female,50.1,Beverage,JCo,159,5,"Not worth the price, very disappointing.",Jogja
1554,User1554,34,Female,10.88,Fast Food,JCo,319,19,"Great food, definitely coming back.",Surabaya
1555,User1555,20,Male,83.95,Fast Food,Burger King,409,4,"Not worth the price, very disappointing.",Surabaya
1556,User1556,45,Male,31.54,Dessert,JCo,161,13,"Poor quality, not worth the money.",Jakarta
1557,User1557,30,Female,38.91,Dessert,McDonald's,167,16,"Not worth the price, very disappointing.",Jogja
1558,User1558,59,Male,56.71,Fast Food,JCo,129,13,Very tasty and well-prepared.,Surabaya
1559,User1559,53,Male,5.52,Fast Food,Burger King,407,1,"Not worth the price, very disappointing.",Jakarta
1560,User1560,18,Male,41.89,Fast Food,Starbucks,259,12,"Excellent taste, worth every penny!",Surabaya
1561,User1561,31,Female,5.68,Beverage,Burger King,44,13,The food was bland and tasteless.,Malang
1562,User1562,55,Male,30.7,Dessert,KFC,236,13,Very tasty and well-prepared.,Jogja
1563,User1563,36,Male,25.62,Healthy,JCo,495,17,The food was bland and tasteless.,Jogja
1564,User1564,53,Female,82.19,Fast Food,Burger King,415,19,"Unimpressed with the taste, won't return.",Jakarta
1565,User1565,28,Male,31.06,Fast Food,Mi Gacoan,277,15,"Amazing flavors, highly recommend!",Bandung
1566,User1566,37,Male,93.51,Beverage,JCo,304,18,"Great food, definitely coming back.",Jakarta
1567,User1567,62,Male,93.77,Dessert,McDonald's,436,10,The food was bland and tasteless.,Malang
1568,User1568,45,Female,98.25,Dessert,McDonald's,34,4,"Unimpressed with the taste, won't return.",Jogja
1569,User1569,27,Female,93.55,Dessert,KFC,191,11,"Unimpressed with the taste, won't return.",Surabaya
1570,User1570,66,Male,93.19,Beverage,Starbucks,175,1,The food was delicious and fresh!,Jakarta
1571,User1571,56,Male,86.17,Healthy,Starbucks,41,11,Very tasty and well-prepared.,Malang
1572,User1572,30,Female,72.92,Fast Food,Burger King,399,17,Very tasty and well-prepared.,Malang
1573,User1573,65,Male,55.16,Beverage,JCo,328,4,Very tasty and well-prepared.,Surabaya
1574,User1574,56,Female,39.4,Healthy,McDonald's,261,19,"Poor quality, not worth the money.",Jogja
1575,User1575,67,Female,31.56,Beverage,JCo,93,6,"Not worth the price, very disappointing.",Bandung
1576,User1576,56,Female,6.74,Beverage,Starbucks,416,3,"Terrible experience, food was awful.",Jogja
1577,User1577,23,Male,11.73,Healthy,Starbucks,347,16,"Not worth the price, very disappointing.",Jogja
1578,User1578,40,Male,56.99,Healthy,Mi Gacoan,483,3,The food was bland and tasteless.,Jogja
1579,User1579,30,Female,62.38,Dessert,Burger King,343,15,"Poor quality, not worth the money.",Surabaya
1580,User1580,20,Male,21.09,Fast Food,JCo,406,7,"Poor quality, not worth the money.",Jogja
1581,User1581,18,Male,67.54,Healthy,Starbucks,443,13,"Poor quality, not worth the money.",Malang
1582,User1582,67,Female,29.56,Beverage,Mi Gacoan,211,1,Very tasty and well-prepared.,Jakarta
1583,User1583,42,Female,39.61,Beverage,JCo,55,6,"Excellent taste, worth every penny!",Jogja
1584,User1584,60,Female,87.08,Fast Food,KFC,255,15,"Not worth the price, very disappointing.",Jogja
1585,User1585,47,Female,71.36,Fast Food,JCo,53,11,The food was bland and tasteless.,Bandung
1586,User1586,46,Female,23.68,Beverage,McDonald's,244,15,"Poor quality, not worth the money.",Surabaya
1587,User1587,50,Female,50.12,Healthy,Burger King,173,3,The food was delicious and fresh!,Bandung
1588,User1588,22,Female,57.96,Healthy,KFC,344,5,"Great food, definitely coming back.",Jakarta
1589,User1589,26,Female,58.81,Healthy,Burger King,368,2,"Poor quality, not worth the money.",Surabaya
1590,User1590,36,Female,28.82,Fast Food,Mi Gacoan,223,6,Very tasty and well-prepared.,Surabaya
1591,User1591,63,Female,73.03,Fast Food,KFC,316,12,"Poor quality, not worth the money.",Malang
1592,User1592,46,Female,17.32,Fast Food,Starbucks,37,8,"Great food, definitely coming back.",Bandung
1593,User1593,25,Female,24.16,Dessert,Burger King,405,13,"Amazing flavors, highly recommend!",Jakarta
1594,User1594,26,Male,21.97,Fast Food,Starbucks,336,18,"Great food, definitely coming back.",Jakarta
1595,User1595,34,Female,97.9,Beverage,Burger King,339,1,"Not worth the price, very disappointing.",Jakarta
1596,User1596,40,Male,49.63,Fast Food,KFC,102,13,"Poor quality, not worth the money.",Jakarta
1597,User1597,60,Male,58.06,Healthy,KFC,328,1,"Not worth the price, very disappointing.",Jakarta
1598,User1598,33,Male,65.48,Healthy,Burger King,156,5,"Terrible experience, food was awful.",Surabaya
1599,User1599,38,Male,73.84,Dessert,KFC,361,16,Very tasty and well-prepared.,Malang
1600,User1600,66,Male,88.93,Fast Food,McDonald's,451,10,The food was delicious and fresh!,Surabaya
1601,User1601,39,Female,12.17,Beverage,Mi Gacoan,117,7,"Not worth the price, very disappointing.",Malang
1602,User1602,41,Female,68.36,Dessert,JCo,23,15,"Not worth the price, very disappointing.",Surabaya
1603,User1603,51,Female,33.42,Fast Food,McDonald's,300,11,"Terrible experience, food was awful.",Surabaya
1604,User1604,20,Male,77.45,Healthy,Starbucks,355,9,"Great food, definitely coming back.",Malang
1605,User1605,66,Male,39.0,Beverage,McDonald's,470,16,"Excellent taste, worth every penny!",Malang
1606,User1606,44,Female,48.63,Healthy,Starbucks,352,9,"Poor quality, not worth the money.",Malang
1607,User1607,29,Female,98.34,Beverage,Burger King,120,18,The food was bland and tasteless.,Surabaya
1608,User1608,42,Male,57.34,Beverage,Starbucks,233,13,"Amazing flavors, highly recommend!",Bandung
1609,User1609,33,Female,75.9,Healthy,McDonald's,440,12,"Unimpressed with the taste, won't return.",Malang
1610,User1610,65,Female,15.42,Beverage,Starbucks,170,6,Very tasty and well-prepared.,Surabaya
1611,User1611,43,Male,37.5,Healthy,Mi Gacoan,8,17,The food was bland and tasteless.,Jakarta
1612,User1612,23,Male,99.24,Beverage,KFC,336,3,"Amazing flavors, highly recommend!",Surabaya
1613,User1613,40,Female,71.73,Beverage,Starbucks,423,6,"Amazing flavors, highly recommend!",Surabaya
1614,User1614,69,Male,19.81,Beverage,Mi Gacoan,354,12,The food was bland and tasteless.,Surabaya
1615,User1615,52,Female,95.35,Beverage,Mi Gacoan,90,9,"Poor quality, not worth the money.",Jakarta
1616,User1616,47,Female,93.1,Healthy,Burger King,218,2,The food was delicious and fresh!,Bandung
1617,User1617,30,Female,44.61,Dessert,Burger King,370,1,"Excellent taste, worth every penny!",Malang
1618,User1618,62,Male,78.07,Healthy,McDonald's,179,7,Very tasty and well-prepared.,Jakarta
1619,User1619,38,Male,24.13,Dessert,Starbucks,165,1,Very tasty and well-prepared.,Bandung
1620,User1620,64,Male,97.3,Beverage,KFC,113,8,"Great food, definitely coming back.",Surabaya
1621,User1621,51,Female,53.21,Healthy,Starbucks,256,9,Very tasty and well-prepared.,Bandung
1622,User1622,29,Male,39.76,Dessert,JCo,230,8,"Poor quality, not worth the money.",Surabaya
1623,User1623,64,Male,48.53,Fast Food,KFC,247,7,"Amazing flavors, highly recommend!",Bandung
1624,User1624,48,Female,53.28,Fast Food,McDonald's,105,17,The food was delicious and fresh!,Jakarta
1625,User1625,64,Male,19.48,Beverage,McDonald's,279,14,"Poor quality, not worth the money.",Malang
1626,User1626,29,Male,31.07,Healthy,Mi Gacoan,313,17,The food was delicious and fresh!,Malang
1627,User1627,24,Male,71.76,Fast Food,JCo,273,0,"Great food, definitely coming back.",Surabaya
1628,User1628,49,Male,92.71,Fast Food,McDonald's,402,1,The food was delicious and fresh!,Jakarta
1629,User1629,52,Female,9.08,Dessert,KFC,53,15,The food was delicious and fresh!,Jakarta
1630,User1630,59,Male,69.31,Dessert,Burger King,194,2,"Great food, definitely coming back.",Jakarta
1631,User1631,39,Female,23.66,Beverage,Burger King,457,9,Very tasty and well-prepared.,Jakarta
1632,User1632,28,Female,52.66,Dessert,Mi Gacoan,223,14,"Unimpressed with the taste, won't return.",Jakarta
1633,User1633,45,Female,27.48,Dessert,JCo,334,11,"Unimpressed with the taste, won't return.",Surabaya
1634,User1634,35,Male,80.54,Dessert,Mi Gacoan,98,18,"Not worth the price, very disappointing.",Malang
1635,User1635,56,Female,96.57,Fast Food,Starbucks,470,2,"Great food, definitely coming back.",Malang
1636,User1636,24,Male,7.23,Healthy,McDonald's,115,9,"Poor quality, not worth the money.",Surabaya
1637,User1637,29,Male,93.12,Healthy,McDonald's,436,11,"Great food, definitely coming back.",Jogja
1638,User1638,66,Female,44.69,Dessert,KFC,105,9,"Terrible experience, food was awful.",Jakarta
1639,User1639,47,Male,61.74,Beverage,McDonald's,294,9,The food was delicious and fresh!,Surabaya
1640,User1640,31,Male,64.01,Fast Food,JCo,291,10,The food was delicious and fresh!,Jogja
1641,User1641,64,Female,36.26,Dessert,Burger King,230,1,"Poor quality, not worth the money.",Jogja
1642,User1642,37,Male,65.56,Beverage,JCo,273,15,"Poor quality, not worth the money.",Bandung
1643,User1643,25,Male,82.23,Dessert,Mi Gacoan,438,13,"Amazing flavors, highly recommend!",Jakarta
1644,User1644,34,Male,10.34,Dessert,Mi Gacoan,496,12,"Excellent taste, worth every penny!",Jakarta
1645,User1645,24,Male,27.13,Beverage,KFC,382,14,"Terrible experience, food was awful.",Jogja
1646,User1646,58,Male,35.17,Fast Food,Starbucks,52,7,Very tasty and well-prepared.,Malang
1647,User1647,33,Female,99.35,Fast Food,Starbucks,344,2,"Great food, definitely coming back.",Malang
1648,User1648,20,Female,25.13,Beverage,Mi Gacoan,325,16,The food was bland and tasteless.,Surabaya
1649,User1649,28,Male,22.82,Beverage,Mi Gacoan,198,14,"Unimpressed with the taste, won't return.",Bandung
1650,User1650,59,Female,59.59,Beverage,Burger King,183,10,"Poor quality, not worth the money.",Malang
1651,User1651,60,Male,97.67,Beverage,McDonald's,33,3,The food was bland and tasteless.,Jakarta
1652,User1652,58,Female,55.03,Healthy,McDonald's,437,16,The food was delicious and fresh!,Jogja
1653,User1653,47,Female,96.49,Healthy,JCo,9,2,"Poor quality, not worth the money.",Malang
1654,User1654,28,Female,35.32,Fast Food,JCo,474,1,"Excellent taste, worth every penny!",Surabaya
1655,User1655,28,Female,26.41,Dessert,Starbucks,457,0,The food was delicious and fresh!,Jogja
1656,User1656,49,Male,20.45,Fast Food,McDonald's,40,11,The food was bland and tasteless.,Bandung
1657,User1657,35,Female,63.12,Fast Food,JCo,118,3,"Amazing flavors, highly recommend!",Malang
1658,User1658,53,Female,6.94,Dessert,Starbucks,126,18,"Terrible experience, food was awful.",Jakarta
1659,User1659,54,Male,81.36,Beverage,Burger King,284,9,"Excellent taste, worth every penny!",Surabaya
1660,User1660,54,Female,68.92,Dessert,Mi Gacoan,392,4,The food was delicious and fresh!,Malang
1661,User1661,35,Female,48.95,Fast Food,KFC,230,18,Very tasty and well-prepared.,Malang
1662,User1662,67,Male,97.49,Fast Food,KFC,490,2,"Excellent taste, worth every penny!",Surabaya
1663,User1663,39,Male,59.44,Fast Food,McDonald's,232,14,"Great food, definitely coming back.",Surabaya
1664,User1664,45,Female,81.16,Healthy,Burger King,48,3,"Excellent taste, worth every penny!",Jakarta
1665,User1665,43,Male,87.31,Beverage,Mi Gacoan,392,18,The food was bland and tasteless.,Malang
1666,User1666,65,Male,95.84,Healthy,McDonald's,100,12,"Poor quality, not worth the money.",Surabaya
1667,User1667,26,Male,96.04,Fast Food,Starbucks,426,18,"Not worth the price, very disappointing.",Jakarta
1668,User1668,51,Male,16.95,Healthy,Burger King,33,1,"Amazing flavors, highly recommend!",Jakarta
1669,User1669,65,Female,23.24,Healthy,KFC,384,8,"Poor quality, not worth the money.",Jogja
1670,User1670,27,Male,14.22,Healthy,McDonald's,96,10,"Terrible experience, food was awful.",Jakarta
1671,User1671,29,Male,14.87,Dessert,Mi Gacoan,37,6,The food was delicious and fresh!,Surabaya
1672,User1672,66,Female,57.35,Dessert,Mi Gacoan,281,17,Very tasty and well-prepared.,Jogja
1673,User1673,65,Male,68.65,Healthy,KFC,174,14,"Great food, definitely coming back.",Bandung
1674,User1674,46,Male,46.3,Fast Food,Starbucks,482,2,"Unimpressed with the taste, won't return.",Surabaya
1675,User1675,34,Male,68.9,Healthy,Mi Gacoan,243,7,"Great food, definitely coming back.",Bandung
1676,User1676,66,Female,61.82,Dessert,McDonald's,263,2,"Not worth the price, very disappointing.",Surabaya
1677,User1677,20,Female,91.55,Fast Food,Mi Gacoan,393,11,"Amazing flavors, highly recommend!",Malang
1678,User1678,26,Female,98.27,Dessert,Starbucks,141,5,Very tasty and well-prepared.,Bandung
1679,User1679,51,Female,87.05,Healthy,Starbucks,256,3,"Excellent taste, worth every penny!",Bandung
1680,User1680,66,Female,13.89,Fast Food,KFC,219,11,The food was delicious and fresh!,Surabaya
1681,User1681,32,Male,33.72,Healthy,KFC,260,3,"Terrible experience, food was awful.",Jogja
1682,User1682,58,Female,10.91,Fast Food,Mi Gacoan,242,3,"Excellent taste, worth every penny!",Malang
1683,User1683,19,Male,61.14,Fast Food,JCo,457,6,"Excellent taste, worth every penny!",Jogja
1684,User1684,64,Female,30.85,Healthy,Starbucks,409,0,Very tasty and well-prepared.,Surabaya
1685,User1685,49,Male,84.29,Beverage,Mi Gacoan,204,14,"Poor quality, not worth the money.",Malang
1686,User1686,40,Male,43.64,Dessert,Starbucks,258,14,The food was delicious and fresh!,Jogja
1687,User1687,63,Male,80.36,Healthy,Burger King,312,5,The food was bland and tasteless.,Bandung
1688,User1688,18,Male,15.08,Beverage,Starbucks,421,15,"Great food, definitely coming back.",Jogja
1689,User1689,30,Female,72.02,Fast Food,JCo,22,16,The food was delicious and fresh!,Jogja
1690,User1690,58,Male,55.19,Healthy,Starbucks,19,14,"Amazing flavors, highly recommend!",Malang
1691,User1691,18,Male,73.14,Healthy,Mi Gacoan,20,13,"Unimpressed with the taste, won't return.",Surabaya
1692,User1692,46,Male,37.77,Healthy,JCo,221,4,"Poor quality, not worth the money.",Malang
1693,User1693,49,Female,28.66,Dessert,Starbucks,373,0,"Terrible experience, food was awful.",Surabaya
1694,User1694,46,Male,74.9,Dessert,McDonald's,231,17,"Unimpressed with the taste, won't return.",Jakarta
1695,User1695,37,Female,17.11,Beverage,McDonald's,472,5,"Terrible experience, food was awful.",Bandung
1696,User1696,69,Male,72.12,Beverage,JCo,251,2,"Great food, definitely coming back.",Surabaya
1697,User1697,50,Male,7.76,Healthy,Starbucks,80,17,"Excellent taste, worth every penny!",Surabaya
1698,User1698,60,Male,72.02,Beverage,KFC,446,13,"Not worth the price, very disappointing.",Surabaya
1699,User1699,61,Male,8.3,Beverage,Mi Gacoan,474,19,"Excellent taste, worth every penny!",Malang
1700,User1700,22,Male,32.08,Healthy,McDonald's,130,17,"Unimpressed with the taste, won't return.",Jogja
1701,User1701,68,Male,57.18,Beverage,Starbucks,175,13,"Excellent taste, worth every penny!",Surabaya
1702,User1702,35,Female,88.18,Beverage,McDonald's,354,9,"Terrible experience, food was awful.",Surabaya
1703,User1703,47,Male,88.26,Beverage,Burger King,329,2,"Great food, definitely coming back.",Bandung
1704,User1704,56,Male,98.6,Healthy,Mi Gacoan,176,1,"Excellent taste, worth every penny!",Jakarta
1705,User1705,44,Female,75.14,Dessert,Mi Gacoan,354,9,The food was delicious and fresh!,Jakarta
1706,User1706,43,Female,58.07,Healthy,KFC,257,19,"Not worth the price, very disappointing.",Malang
1707,User1707,36,Female,24.92,Healthy,JCo,252,13,"Excellent taste, worth every penny!",Malang
1708,User1708,69,Female,24.18,Beverage,McDonald's,75,7,"Poor quality, not worth the money.",Bandung
1709,User1709,38,Female,26.98,Beverage,Starbucks,28,3,"Great food, definitely coming back.",Jogja
1710,User1710,65,Male,62.36,Dessert,JCo,230,12,"Poor quality, not worth the money.",Surabaya
1711,User1711,59,Female,21.29,Beverage,Mi Gacoan,269,1,"Terrible experience, food was awful.",Surabaya
1712,User1712,25,Female,25.21,Dessert,McDonald's,280,11,"Poor quality, not worth the money.",Bandung
1713,User1713,52,Male,39.93,Dessert,McDonald's,66,15,"Unimpressed with the taste, won't return.",Jakarta
1714,User1714,46,Male,50.63,Healthy,Mi Gacoan,238,13,Very tasty and well-prepared.,Bandung
1715,User1715,50,Female,32.05,Dessert,Mi Gacoan,385,18,"Terrible experience, food was awful.",Jakarta
1716,User1716,67,Male,26.57,Dessert,JCo,182,7,The food was bland and tasteless.,Surabaya
1717,User1717,56,Male,30.5,Dessert,JCo,339,18,"Terrible experience, food was awful.",Jogja
1718,User1718,30,Female,93.88,Fast Food,KFC,114,6,"Excellent taste, worth every penny!",Malang
1719,User1719,42,Female,26.15,Healthy,Burger King,347,4,"Great food, definitely coming back.",Bandung
1720,User1720,64,Male,86.65,Dessert,Burger King,364,12,"Great food, definitely coming back.",Surabaya
1721,User1721,64,Male,50.5,Beverage,Starbucks,413,16,"Excellent taste, worth every penny!",Jakarta
1722,User1722,25,Female,38.81,Beverage,Burger King,65,11,"Not worth the price, very disappointing.",Surabaya
1723,User1723,27,Male,22.5,Beverage,JCo,70,3,The food was bland and tasteless.,Jogja
1724,User1724,57,Male,45.32,Fast Food,Mi Gacoan,387,17,"Amazing flavors, highly recommend!",Malang
1725,User1725,63,Female,83.09,Dessert,Mi Gacoan,90,17,"Terrible experience, food was awful.",Malang
