id,nama,age,gender,location_user,location_pembelian,harga_beli,kind_of_food,restaurant,delivery_time,friends,jumlah_klik_produk_tertentu
2094,User2094,54,Male,Bandung,Surabaya,29.83,Dessert,Jack in the Box,46,279,19
2095,User2095,69,Female,Bandung,Jakarta,89.45,Beverage,Taco Bell,40,407,13
2096,User2096,49,Male,Jakarta,Jakarta,76.58,Beverage,KFC,17,428,8
2097,User2097,65,Male,Surabaya,Surabaya,40.92,Beverage,Popeyes,59,17,15
2098,User2098,20,Female,Surabaya,Jakarta,5.06,Healthy,Chick-fil-A,40,138,12
2099,User2099,43,Male,Surabaya,Surabaya,14.64,Fast Food,Jack in the Box,58,311,7
2100,User2100,30,Female,Jakarta,Surabaya,21.24,Beverage,Taco Bell,44,473,10
2101,User2101,23,Female,Jakarta,Bandung,82.71,Dessert,Panda Express,22,363,9
2102,User2102,53,Male,Surabaya,Jakarta,92.56,Beverage,Chipotle,56,281,11
2103,User2103,48,Male,Bandung,Surabaya,74.28,Dessert,Wendy's,16,327,11
2104,User2104,27,Male,Bandung,Jakarta,75.16,Dessert,Taco Bell,47,113,14
2105,User2105,67,Female,Jakarta,Bandung,8.6,Dessert,Sonic Drive-In,39,35,7
2106,User2106,69,Male,Jakarta,Jakarta,62.36,Healthy,Chick-fil-A,15,305,19
2107,User2107,35,Female,Jakarta,Jakarta,36.43,Fast Food,Panda Express,56,346,14
2108,User2108,47,Male,Jakarta,Surabaya,10.31,Dessert,Little Caesars,57,48,11
2109,User2109,29,Male,Surabaya,Jakarta,59.69,Beverage,McDonald's,22,267,16
2110,User2110,52,Male,Surabaya,Surabaya,61.01,Beverage,Popeyes,31,328,2
2111,User2111,61,Male,Surabaya,Surabaya,80.7,Healthy,Burger King,55,396,13
2112,User2112,61,Male,Bandung,Surabaya,43.26,Beverage,Five Guys,21,67,13
2113,User2113,51,Male,Surabaya,Jakarta,69.92,Fast Food,Wendy's,48,414,9
2114,User2114,46,Male,Surabaya,Surabaya,80.32,Fast Food,McDonald's,47,6,17
2115,User2115,40,Male,Surabaya,Surabaya,79.77,Beverage,Sonic Drive-In,18,458,10
2116,User2116,43,Male,Jakarta,Bandung,46.42,Healthy,Burger King,26,206,15
2117,User2117,45,Male,Bandung,Bandung,54.88,Beverage,Burger King,47,330,18
2118,User2118,35,Male,Bandung,Bandung,30.08,Healthy,Popeyes,16,219,3
2119,User2119,51,Male,Bandung,Bandung,74.1,Beverage,Domino's Pizza,30,92,11
2120,User2120,51,Male,Bandung,Surabaya,32.09,Beverage,KFC,54,484,19
2121,User2121,43,Male,Bandung,Bandung,39.6,Fast Food,Five Guys,27,55,14
2122,User2122,38,Male,Surabaya,Bandung,21.49,Healthy,Five Guys,50,272,5
2123,User2123,25,Female,Jakarta,Surabaya,13.85,Healthy,Dunkin' Donuts,44,465,17
2124,User2124,18,Male,Jakarta,Surabaya,12.83,Beverage,Subway,49,381,9
2125,User2125,30,Male,Bandung,Jakarta,19.34,Healthy,Burger King,45,186,19
2126,User2126,67,Male,Jakarta,Surabaya,26.68,Fast Food,Chick-fil-A,36,377,1
2127,User2127,25,Female,Surabaya,Surabaya,21.72,Dessert,KFC,44,53,19
2128,User2128,62,Male,Surabaya,Surabaya,44.26,Beverage,Arby's,43,324,15
2129,User2129,41,Female,Bandung,Bandung,66.03,Beverage,Burger King,43,186,5
2130,User2130,56,Female,Jakarta,Jakarta,57.49,Healthy,Taco Bell,59,439,4
2131,User2131,20,Male,Bandung,Bandung,70.38,Dessert,Wendy's,55,402,5
2132,User2132,27,Male,Surabaya,Surabaya,86.9,Dessert,Panda Express,52,99,7
2133,User2133,48,Male,Surabaya,Surabaya,15.1,Fast Food,Dunkin' Donuts,29,16,15
2134,User2134,68,Female,Jakarta,Jakarta,80.74,Fast Food,Sonic Drive-In,24,238,19
2135,User2135,44,Female,Jakarta,Surabaya,60.78,Dessert,Taco Bell,55,314,16
2136,User2136,30,Female,Bandung,Bandung,41.76,Fast Food,Starbucks,23,407,3
2137,User2137,36,Female,Surabaya,Jakarta,51.06,Beverage,Panda Express,18,23,3
2138,User2138,57,Female,Surabaya,Bandung,39.81,Beverage,Little Caesars,36,91,6
2139,User2139,67,Female,Jakarta,Bandung,85.7,Dessert,Popeyes,45,271,11
2140,User2140,47,Female,Surabaya,Surabaya,69.83,Dessert,Sonic Drive-In,15,331,16
2141,User2141,64,Female,Bandung,Jakarta,40.04,Healthy,Sonic Drive-In,42,314,15
2142,User2142,56,Female,Bandung,Bandung,36.17,Beverage,Chipotle,30,146,19
2143,User2143,24,Female,Surabaya,Surabaya,68.19,Healthy,Panera Bread,50,424,17
2144,User2144,20,Female,Surabaya,Jakarta,25.57,Fast Food,Chick-fil-A,57,366,16
2145,User2145,67,Male,Bandung,Surabaya,9.36,Dessert,Subway,24,256,1
2146,User2146,31,Male,Bandung,Jakarta,49.67,Beverage,Panera Bread,26,253,2
2147,User2147,69,Female,Bandung,Jakarta,15.16,Healthy,Dunkin' Donuts,35,61,18
2148,User2148,34,Male,Surabaya,Jakarta,13.3,Beverage,Dunkin' Donuts,49,329,17
2149,User2149,49,Male,Jakarta,Jakarta,52.64,Fast Food,Arby's,50,450,5
2150,User2150,26,Male,Bandung,Jakarta,8.77,Beverage,Starbucks,22,429,2
2151,User2151,59,Female,Bandung,Surabaya,18.46,Healthy,Pizza Hut,58,496,5
2152,User2152,57,Male,Bandung,Bandung,79.14,Dessert,Domino's Pizza,43,226,11
2153,User2153,49,Male,Surabaya,Surabaya,60.61,Beverage,Wendy's,43,16,8
2154,User2154,43,Female,Surabaya,Surabaya,39.58,Fast Food,Burger King,32,20,19
2155,User2155,36,Female,Jakarta,Bandung,23.48,Fast Food,Burger King,33,230,8
2156,User2156,37,Male,Bandung,Bandung,34.23,Beverage,Starbucks,43,199,13
2157,User2157,46,Male,Surabaya,Bandung,71.94,Healthy,Arby's,29,195,17
2158,User2158,19,Male,Jakarta,Jakarta,28.75,Healthy,Taco Bell,37,350,14
2159,User2159,44,Female,Jakarta,Surabaya,97.63,Beverage,Chick-fil-A,39,223,14
2160,User2160,69,Female,Surabaya,Surabaya,83.77,Beverage,Panera Bread,57,26,14
2161,User2161,48,Male,Bandung,Bandung,94.01,Healthy,Chick-fil-A,38,350,3
2162,User2162,39,Male,Surabaya,Bandung,6.83,Healthy,Sonic Drive-In,16,201,19
2163,User2163,29,Female,Surabaya,Surabaya,17.15,Fast Food,Sonic Drive-In,46,329,13
2164,User2164,53,Female,Surabaya,Surabaya,98.08,Dessert,Little Caesars,51,340,17
2165,User2165,52,Female,Bandung,Jakarta,89.21,Healthy,Chipotle,37,229,2
2166,User2166,18,Female,Jakarta,Bandung,83.03,Dessert,Little Caesars,25,277,6
2167,User2167,42,Male,Bandung,Bandung,17.56,Beverage,Panera Bread,25,467,19
2168,User2168,64,Female,Bandung,Surabaya,87.79,Beverage,McDonald's,59,129,12
2169,User2169,50,Male,Surabaya,Jakarta,11.49,Healthy,Starbucks,18,317,7
2170,User2170,58,Female,Jakarta,Surabaya,49.6,Fast Food,Pizza Hut,15,133,14
2171,User2171,22,Male,Bandung,Surabaya,91.07,Healthy,Wendy's,31,371,10
2172,User2172,47,Female,Surabaya,Surabaya,95.01,Dessert,Taco Bell,48,466,17
2173,User2173,69,Female,Jakarta,Bandung,50.58,Fast Food,KFC,18,344,13
2174,User2174,36,Male,Jakarta,Jakarta,81.59,Dessert,Dunkin' Donuts,54,102,10
2175,User2175,55,Male,Bandung,Jakarta,85.55,Healthy,Panda Express,23,234,12
2176,User2176,57,Female,Surabaya,Surabaya,79.31,Beverage,Little Caesars,18,238,15
2177,User2177,20,Male,Bandung,Bandung,89.39,Healthy,Domino's Pizza,18,201,18
2178,User2178,69,Male,Bandung,Jakarta,56.73,Beverage,Pizza Hut,22,340,16
2179,User2179,51,Male,Bandung,Bandung,54.54,Fast Food,Wendy's,30,268,11
2180,User2180,43,Female,Surabaya,Jakarta,83.15,Healthy,KFC,27,319,15
2181,User2181,45,Male,Surabaya,Surabaya,54.04,Dessert,Domino's Pizza,24,321,18
2182,User2182,63,Female,Surabaya,Surabaya,61.12,Healthy,Five Guys,21,126,1
2183,User2183,40,Female,Surabaya,Jakarta,99.59,Fast Food,Starbucks,56,410,14
2184,User2184,60,Male,Surabaya,Bandung,43.76,Fast Food,McDonald's,43,203,19
2185,User2185,67,Female,Surabaya,Jakarta,92.17,Fast Food,Little Caesars,42,372,9
2186,User2186,24,Female,Jakarta,Surabaya,43.11,Beverage,Taco Bell,19,21,10
2187,User2187,47,Female,Bandung,Bandung,74.15,Beverage,KFC,30,198,4
2188,User2188,50,Female,Jakarta,Bandung,26.61,Dessert,KFC,38,403,8
2189,User2189,57,Female,Bandung,Bandung,37.04,Dessert,Dunkin' Donuts,31,140,15
2190,User2190,41,Male,Surabaya,Bandung,6.39,Dessert,Wendy's,21,88,5
2191,User2191,55,Male,Surabaya,Surabaya,69.52,Fast Food,Subway,28,167,13
2192,User2192,28,Female,Bandung,Jakarta,42.97,Healthy,KFC,40,108,17
2193,User2193,27,Female,Bandung,Jakarta,23.55,Dessert,Arby's,24,416,17
2194,User2194,19,Male,Surabaya,Surabaya,47.85,Healthy,Chipotle,17,91,3
2195,User2195,18,Female,Jakarta,Surabaya,74.05,Dessert,Dunkin' Donuts,16,499,16
2196,User2196,21,Male,Surabaya,Surabaya,67.88,Fast Food,Subway,29,114,3
2197,User2197,43,Male,Bandung,Bandung,51.36,Healthy,Pizza Hut,59,392,0
2198,User2198,58,Female,Surabaya,Surabaya,23.04,Beverage,McDonald's,35,344,3
2199,User2199,30,Male,Jakarta,Surabaya,83.04,Dessert,KFC,24,279,15
2200,User2200,21,Male,Bandung,Jakarta,86.46,Beverage,Subway,34,419,8
2201,User2201,52,Male,Bandung,Bandung,30.17,Fast Food,Pizza Hut,46,293,13
2202,User2202,45,Male,Bandung,Surabaya,21.63,Healthy,Panda Express,33,104,19
2203,User2203,67,Male,Bandung,Jakarta,37.91,Dessert,Five Guys,51,206,15
2204,User2204,19,Female,Jakarta,Surabaya,32.41,Fast Food,Arby's,46,61,7
2205,User2205,26,Female,Jakarta,Bandung,84.13,Dessert,Panda Express,38,271,9
2206,User2206,56,Female,Bandung,Surabaya,34.47,Healthy,Burger King,30,263,19
2207,User2207,51,Female,Jakarta,Surabaya,89.74,Dessert,Starbucks,55,420,8
2208,User2208,61,Female,Surabaya,Bandung,58.27,Beverage,Dunkin' Donuts,25,38,15
2209,User2209,49,Female,Bandung,Jakarta,12.57,Healthy,Sonic Drive-In,28,357,12
2210,User2210,47,Female,Bandung,Jakarta,98.87,Dessert,Wendy's,29,199,16
2211,User2211,66,Male,Jakarta,Surabaya,34.59,Dessert,Jack in the Box,25,391,3
2212,User2212,63,Female,Surabaya,Surabaya,65,Healthy,Dunkin' Donuts,25,46,14
2213,User2213,31,Female,Bandung,Surabaya,62.67,Dessert,Little Caesars,27,21,2
2214,User2214,32,Female,Surabaya,Jakarta,31.33,Fast Food,McDonald's,36,11,8
2215,User2215,46,Male,Jakarta,Surabaya,60.86,Dessert,Domino's Pizza,46,316,14
2216,User2216,34,Female,Jakarta,Surabaya,82.92,Healthy,Wendy's,23,289,10
2217,User2217,53,Female,Jakarta,Bandung,26.88,Beverage,Pizza Hut,20,460,10
2218,User2218,42,Female,Surabaya,Bandung,96.18,Beverage,Domino's Pizza,16,186,6
2219,User2219,63,Female,Surabaya,Surabaya,81.79,Dessert,Chipotle,39,444,1
2220,User2220,24,Male,Jakarta,Jakarta,67.13,Dessert,Arby's,49,292,6
2221,User2221,36,Female,Bandung,Jakarta,39.14,Beverage,Popeyes,24,5,12
2222,User2222,51,Male,Surabaya,Surabaya,44.14,Healthy,Popeyes,51,77,5
2223,User2223,26,Male,Surabaya,Surabaya,73.56,Dessert,Arby's,48,490,11
2224,User2224,32,Female,Bandung,Jakarta,7.28,Dessert,Chipotle,34,48,5
2225,User2225,36,Male,Surabaya,Bandung,34.31,Beverage,Pizza Hut,58,25,0
2226,User2226,59,Male,Surabaya,Bandung,86.94,Beverage,Popeyes,36,236,10
2227,User2227,57,Male,Jakarta,Bandung,51.87,Dessert,Sonic Drive-In,37,432,1
2228,User2228,42,Female,Bandung,Jakarta,26.07,Dessert,Panera Bread,39,392,18
2229,User2229,30,Female,Jakarta,Surabaya,15.35,Healthy,Popeyes,15,116,3
2230,User2230,27,Female,Jakarta,Jakarta,61.49,Beverage,Chick-fil-A,44,439,9
2231,User2231,66,Male,Surabaya,Surabaya,92.44,Beverage,Starbucks,45,34,7
2232,User2232,51,Male,Bandung,Jakarta,17.57,Dessert,Panda Express,17,293,15
2233,User2233,67,Female,Surabaya,Jakarta,87.25,Healthy,Starbucks,20,417,4
2234,User2234,51,Male,Bandung,Jakarta,90.68,Healthy,Domino's Pizza,15,282,7
2235,User2235,68,Male,Bandung,Bandung,35.97,Fast Food,Burger King,20,442,8
2236,User2236,42,Female,Bandung,Jakarta,42.64,Dessert,Pizza Hut,52,197,5
2237,User2237,33,Female,Surabaya,Bandung,48.69,Beverage,Chipotle,55,425,2
2238,User2238,64,Male,Surabaya,Bandung,14.51,Healthy,Jack in the Box,44,135,2
2239,User2239,57,Male,Bandung,Jakarta,87.24,Fast Food,Panera Bread,36,238,9
2240,User2240,24,Female,Surabaya,Bandung,82.54,Fast Food,Sonic Drive-In,18,371,11
2241,User2241,35,Male,Jakarta,Surabaya,60.89,Beverage,Taco Bell,43,487,15
2242,User2242,26,Male,Surabaya,Surabaya,44.73,Fast Food,Subway,47,283,6
2243,User2243,65,Male,Surabaya,Bandung,89.7,Healthy,McDonald's,30,77,0
2244,User2244,19,Male,Bandung,Surabaya,62.22,Dessert,Panera Bread,34,388,5
2245,User2245,25,Male,Jakarta,Jakarta,64.25,Dessert,Wendy's,47,436,19
2246,User2246,38,Female,Jakarta,Bandung,74.02,Dessert,Chipotle,34,189,10
2247,User2247,58,Male,Jakarta,Surabaya,31.6,Healthy,Dunkin' Donuts,18,162,3
2248,User2248,26,Female,Jakarta,Surabaya,57.3,Dessert,KFC,20,200,0
2249,User2249,18,Male,Surabaya,Jakarta,20.08,Fast Food,Dunkin' Donuts,50,463,3
2250,User2250,59,Male,Surabaya,Jakarta,34.19,Beverage,Subway,21,294,17
2251,User2251,20,Male,Surabaya,Bandung,24.66,Healthy,Chick-fil-A,40,16,8
2252,User2252,50,Male,Jakarta,Surabaya,14.3,Beverage,Popeyes,52,359,16
2253,User2253,40,Male,Bandung,Bandung,82.45,Beverage,Sonic Drive-In,28,365,10
2254,User2254,28,Female,Jakarta,Bandung,80.18,Dessert,KFC,51,267,2
2255,User2255,48,Female,Jakarta,Surabaya,47.18,Healthy,Arby's,35,461,12
2256,User2256,26,Male,Surabaya,Jakarta,91.43,Fast Food,Jack in the Box,35,440,15
2257,User2257,39,Male,Bandung,Bandung,22.26,Beverage,Popeyes,35,325,10
2258,User2258,63,Female,Bandung,Surabaya,67.73,Dessert,KFC,23,148,15
2259,User2259,21,Male,Jakarta,Surabaya,38.68,Dessert,KFC,27,218,8
2260,User2260,23,Male,Bandung,Surabaya,53.82,Fast Food,Arby's,33,0,1
2261,User2261,45,Male,Bandung,Jakarta,20.02,Healthy,Starbucks,33,471,11
2262,User2262,44,Male,Bandung,Surabaya,62.09,Fast Food,Wendy's,44,360,4
2263,User2263,30,Male,Jakarta,Surabaya,31.73,Fast Food,Little Caesars,34,126,16
2264,User2264,18,Male,Jakarta,Bandung,77.69,Healthy,Dunkin' Donuts,22,342,5
2265,User2265,21,Female,Surabaya,Bandung,50.22,Healthy,KFC,48,99,11
2266,User2266,61,Male,Surabaya,Jakarta,49.08,Dessert,McDonald's,37,488,17
2267,User2267,50,Male,Bandung,Surabaya,38.7,Dessert,Burger King,45,39,4
2268,User2268,58,Female,Jakarta,Surabaya,25.9,Fast Food,Pizza Hut,25,113,7
2269,User2269,38,Male,Surabaya,Jakarta,7.6,Dessert,Panda Express,51,274,9
2270,User2270,32,Male,Bandung,Surabaya,70.67,Healthy,Dunkin' Donuts,47,466,13
2271,User2271,42,Female,Jakarta,Jakarta,76.41,Dessert,Popeyes,16,422,18
2272,User2272,21,Female,Jakarta,Bandung,11.71,Dessert,Sonic Drive-In,26,135,17
2273,User2273,50,Male,Surabaya,Bandung,80.57,Healthy,KFC,50,32,14
2274,User2274,27,Male,Bandung,Surabaya,89.34,Beverage,Burger King,55,234,15
2275,User2275,24,Male,Jakarta,Jakarta,66.11,Healthy,Taco Bell,50,9,2
2276,User2276,21,Male,Surabaya,Surabaya,15.02,Dessert,Pizza Hut,38,377,17
2277,User2277,46,Male,Jakarta,Bandung,95.95,Beverage,Chipotle,40,488,0
2278,User2278,21,Female,Jakarta,Jakarta,14.93,Dessert,Taco Bell,26,439,18
2279,User2279,33,Male,Surabaya,Jakarta,35.26,Beverage,Popeyes,17,93,14
2280,User2280,50,Female,Bandung,Surabaya,93.5,Fast Food,Sonic Drive-In,54,3,7
2281,User2281,56,Male,Surabaya,Jakarta,56.8,Healthy,Subway,30,449,19
2282,User2282,62,Female,Jakarta,Bandung,43.96,Healthy,KFC,23,330,9
2283,User2283,46,Female,Bandung,Jakarta,63.31,Healthy,KFC,39,6,17
2284,User2284,68,Male,Jakarta,Jakarta,85.03,Beverage,Chipotle,50,82,13
2285,User2285,23,Male,Jakarta,Jakarta,30.87,Dessert,Starbucks,25,126,1
2286,User2286,19,Female,Surabaya,Surabaya,22.72,Beverage,Subway,21,256,5
2287,User2287,35,Female,Bandung,Bandung,48.39,Beverage,Domino's Pizza,43,399,4
2288,User2288,65,Female,Jakarta,Surabaya,86.09,Fast Food,Burger King,19,190,2
2289,User2289,26,Female,Bandung,Surabaya,16.81,Dessert,Domino's Pizza,17,355,10
2290,User2290,27,Male,Surabaya,Bandung,90.97,Healthy,McDonald's,21,147,12
2291,User2291,31,Male,Bandung,Surabaya,79.47,Fast Food,Panera Bread,27,443,10
2292,User2292,66,Male,Bandung,Bandung,54.61,Fast Food,Jack in the Box,47,354,3
2293,User2293,59,Female,Surabaya,Bandung,73.53,Beverage,McDonald's,35,201,16
2294,User2294,42,Male,Jakarta,Bandung,41.68,Dessert,Jack in the Box,40,67,13
2295,User2295,22,Female,Surabaya,Surabaya,53.41,Beverage,Little Caesars,54,379,8
2296,User2296,25,Male,Bandung,Surabaya,44.62,Beverage,McDonald's,56,414,1
2297,User2297,23,Male,Surabaya,Surabaya,7.5,Fast Food,Popeyes,23,54,2
2298,User2298,57,Male,Bandung,Surabaya,34.7,Beverage,Popeyes,56,400,5
2299,User2299,38,Female,Surabaya,Bandung,45.19,Beverage,Little Caesars,25,253,12
2300,User2300,21,Male,Surabaya,Surabaya,87.23,Healthy,Popeyes,41,376,9
2301,User2301,19,Female,Surabaya,Jakarta,36.39,Dessert,Taco Bell,35,426,12
2302,User2302,27,Female,Surabaya,Jakarta,83.08,Beverage,Dunkin' Donuts,22,241,6
2303,User2303,44,Female,Bandung,Bandung,49.06,Dessert,Chick-fil-A,50,484,10
2304,User2304,19,Male,Bandung,Surabaya,99.11,Fast Food,Chick-fil-A,56,251,5
2305,User2305,58,Female,Jakarta,Jakarta,54.91,Fast Food,Five Guys,31,390,8
2306,User2306,66,Male,Jakarta,Surabaya,45.17,Beverage,Sonic Drive-In,18,88,3
2307,User2307,56,Female,Bandung,Surabaya,47.86,Fast Food,Sonic Drive-In,51,37,5
2308,User2308,64,Female,Jakarta,Surabaya,31.75,Healthy,Subway,49,25,0
2309,User2309,39,Male,Surabaya,Surabaya,12.2,Fast Food,Subway,45,240,15
2310,User2310,30,Female,Bandung,Bandung,25.6,Dessert,Popeyes,37,422,2
2311,User2311,24,Female,Bandung,Surabaya,64.06,Beverage,Jack in the Box,47,118,19
2312,User2312,50,Female,Bandung,Bandung,51.21,Beverage,Five Guys,45,165,6
2313,User2313,60,Male,Surabaya,Jakarta,99.61,Beverage,Taco Bell,46,273,18
2314,User2314,38,Female,Jakarta,Jakarta,86.09,Healthy,Pizza Hut,42,482,17
2315,User2315,30,Male,Surabaya,Surabaya,13.11,Healthy,Arby's,56,248,4
2316,User2316,40,Male,Jakarta,Bandung,37.08,Beverage,Jack in the Box,32,453,2
2317,User2317,38,Female,Bandung,Jakarta,61.08,Beverage,Little Caesars,35,337,4
2318,User2318,63,Male,Surabaya,Jakarta,31.93,Healthy,Five Guys,53,414,15
2319,User2319,51,Female,Bandung,Surabaya,45.5,Fast Food,Five Guys,43,69,1
2320,User2320,50,Male,Jakarta,Surabaya,17.63,Healthy,Taco Bell,38,71,3
2321,User2321,27,Male,Jakarta,Jakarta,85.95,Dessert,Burger King,49,87,1
2322,User2322,54,Male,Jakarta,Bandung,11.25,Dessert,Panera Bread,53,419,14
2323,User2323,21,Male,Surabaya,Jakarta,28.8,Healthy,Pizza Hut,57,435,6
2324,User2324,59,Male,Bandung,Jakarta,19.71,Fast Food,Domino's Pizza,27,277,16
2325,User2325,26,Female,Jakarta,Bandung,96.18,Dessert,Jack in the Box,57,249,4
2326,User2326,46,Female,Jakarta,Bandung,12.68,Dessert,Pizza Hut,43,34,9
2327,User2327,69,Male,Jakarta,Bandung,98.59,Healthy,Pizza Hut,26,462,13
2328,User2328,31,Male,Bandung,Jakarta,57.06,Dessert,KFC,33,330,6
2329,User2329,41,Male,Bandung,Jakarta,57.81,Fast Food,Jack in the Box,42,145,16
2330,User2330,25,Male,Surabaya,Surabaya,65.38,Fast Food,Starbucks,44,218,14
2331,User2331,69,Female,Jakarta,Jakarta,31.9,Beverage,Jack in the Box,17,349,12
2332,User2332,30,Male,Bandung,Jakarta,88.95,Dessert,Taco Bell,56,183,6
2333,User2333,20,Male,Surabaya,Bandung,88.37,Healthy,McDonald's,22,446,7
2334,User2334,54,Male,Surabaya,Jakarta,48.84,Fast Food,Wendy's,43,457,10
2335,User2335,63,Female,Jakarta,Surabaya,35.18,Healthy,Subway,32,74,15
2336,User2336,31,Male,Bandung,Surabaya,6.91,Beverage,Taco Bell,46,274,8
2337,User2337,41,Female,Bandung,Jakarta,45.36,Beverage,Jack in the Box,21,74,17
2338,User2338,57,Female,Surabaya,Jakarta,92.66,Dessert,Chipotle,21,142,3
2339,User2339,27,Male,Bandung,Surabaya,96.02,Dessert,Sonic Drive-In,47,73,18
2340,User2340,57,Male,Surabaya,Bandung,51.89,Fast Food,Burger King,44,241,8
2341,User2341,33,Female,Bandung,Bandung,26.34,Dessert,Five Guys,20,483,0
2342,User2342,29,Female,Surabaya,Jakarta,79.11,Healthy,Subway,29,18,14
2343,User2343,27,Male,Surabaya,Surabaya,79.34,Beverage,Little Caesars,16,125,12
2344,User2344,19,Male,Surabaya,Bandung,98.85,Dessert,Dunkin' Donuts,38,404,4
2345,User2345,44,Male,Jakarta,Bandung,23.49,Dessert,Pizza Hut,38,391,5
2346,User2346,29,Male,Jakarta,Bandung,48.21,Fast Food,Subway,42,291,3
2347,User2347,49,Male,Jakarta,Surabaya,28.78,Beverage,Starbucks,28,208,4
2348,User2348,66,Male,Jakarta,Surabaya,49.2,Beverage,Pizza Hut,35,425,4
2349,User2349,29,Female,Bandung,Surabaya,45.09,Beverage,Jack in the Box,55,183,15
2350,User2350,19,Female,Surabaya,Bandung,29.62,Beverage,Wendy's,52,247,10
2351,User2351,26,Male,Jakarta,Bandung,50.99,Dessert,Taco Bell,30,289,17
2352,User2352,43,Male,Jakarta,Surabaya,31.18,Healthy,Burger King,35,6,7
2353,User2353,48,Male,Bandung,Surabaya,58.6,Healthy,Chick-fil-A,54,398,0
2354,User2354,51,Female,Bandung,Surabaya,91.5,Healthy,KFC,55,144,8
2355,User2355,62,Male,Bandung,Surabaya,98.64,Healthy,Pizza Hut,15,351,19
2356,User2356,41,Female,Jakarta,Bandung,85.96,Beverage,Five Guys,56,13,5
2357,User2357,38,Male,Bandung,Bandung,67.08,Dessert,Arby's,23,337,1
2358,User2358,67,Male,Jakarta,Bandung,78.56,Fast Food,Taco Bell,26,12,0
2359,User2359,26,Female,Surabaya,Bandung,99.25,Healthy,Sonic Drive-In,55,186,5
2360,User2360,18,Male,Jakarta,Jakarta,35.04,Beverage,Wendy's,29,408,2
2361,User2361,52,Female,Bandung,Surabaya,65.71,Healthy,Chick-fil-A,57,156,15
2362,User2362,48,Female,Surabaya,Jakarta,88.99,Beverage,Pizza Hut,50,273,18
2363,User2363,56,Female,Bandung,Jakarta,42.96,Fast Food,Taco Bell,41,114,11
2364,User2364,38,Female,Surabaya,Jakarta,71.48,Fast Food,Taco Bell,29,389,9
2365,User2365,55,Male,Jakarta,Surabaya,34.96,Healthy,Little Caesars,23,39,7
2366,User2366,40,Female,Surabaya,Bandung,36.44,Healthy,Domino's Pizza,58,217,6
2367,User2367,60,Male,Jakarta,Bandung,56.01,Healthy,Wendy's,44,499,3
2368,User2368,66,Male,Jakarta,Bandung,13.24,Dessert,Little Caesars,54,351,4
2369,User2369,40,Male,Jakarta,Bandung,27.49,Healthy,Subway,44,192,12
2370,User2370,59,Male,Surabaya,Bandung,94.94,Fast Food,Little Caesars,30,314,6
2371,User2371,38,Male,Surabaya,Surabaya,55.89,Fast Food,KFC,25,410,6
2372,User2372,61,Female,Surabaya,Jakarta,93.55,Healthy,Pizza Hut,15,41,10
2373,User2373,25,Male,Surabaya,Bandung,24.51,Fast Food,Pizza Hut,43,161,12
2374,User2374,19,Male,Jakarta,Bandung,76.66,Beverage,Chipotle,23,489,2
2375,User2375,63,Male,Jakarta,Jakarta,63.58,Beverage,Arby's,52,8,17
2376,User2376,48,Female,Surabaya,Surabaya,57.58,Dessert,Panera Bread,43,446,18
2377,User2377,30,Female,Bandung,Bandung,9.87,Fast Food,Wendy's,26,45,11
2378,User2378,23,Female,Jakarta,Surabaya,84.21,Beverage,KFC,44,51,13
2379,User2379,39,Female,Jakarta,Bandung,35.07,Beverage,Subway,44,116,0
2380,User2380,23,Female,Surabaya,Jakarta,17.74,Beverage,McDonald's,19,350,1
2381,User2381,34,Female,Surabaya,Surabaya,22.41,Dessert,Starbucks,34,185,2
2382,User2382,61,Male,Bandung,Surabaya,19.11,Dessert,Little Caesars,53,343,7
2383,User2383,41,Female,Bandung,Surabaya,70.19,Fast Food,Domino's Pizza,43,488,1
2384,User2384,58,Male,Surabaya,Jakarta,33.42,Fast Food,Pizza Hut,57,488,4
